stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id,WGS84,Israel1993,yx,y,x,betweeness,log-betweeness,central
16193,32257,דרך יצחק רבין/עמק השושנים,רחוב: דרך יצחק רבין עיר: נס ציונה רציף:  קומה:,31.92222,34.784485,0,,32257,POINT (34.784485 31.92222),POINT (179732.80823459328 647763.3185375708),[647763.3185375708 179732.80823459328],647763.3185375708,179732.80823459328,0.0,-Infinity,false
16194,32258,דרך יצחק רבין/האלופים,רחוב: 4303 עיר: גן רווה רציף:  קומה:,31.921256,34.77815,0,,32258,POINT (34.77815 31.921256),POINT (179133.25552389887 647658.7625681588),[647658.7625681588 179133.25552389887],647658.7625681588,179133.25552389887,3.6568954320503547E-4,-7.913725827133433,false
16195,32259,ז'בוטינסקי/הסיבים,רחוב: דרך זאב ז'בוטינסקי 47 עיר: פתח תקווה רציף:  קומה:,32.092536,34.856645,0,,32259,POINT (34.856645 32.092536),POINT (186618.0968410425 666625.2996939686),[666625.2996939686 186618.0968410425],666625.2996939686,186618.0968410425,0.006380852864919744,-5.054453512672424,true
16196,32260,ת.רק''ל שנקר/דרך ז'בוטינסקי,רחוב: דרך זאב ז'בוטינסקי עיר: פתח תקווה רציף:  קומה:,32.09285,34.852891,0,,32260,POINT (34.852891 32.09285),POINT (186263.8333918407 666661.268589647),[666661.268589647 186263.8333918407],666661.268589647,186263.8333918407,0.001331167039566526,-6.621699248144874,true
16198,32262,ז'בוטינסקי/יצחק שדה,רחוב: דרך זאב ז'בוטינסקי 15 עיר: פתח תקווה רציף:  קומה:,32.090284,34.876985,0,,32262,POINT (34.876985 32.090284),POINT (188537.43000508525 666369.5620856523),[666369.5620856523 188537.43000508525],666369.5620856523,188537.43000508525,0.0010874050059988894,-6.823961149622358,true
16199,32263,ז'בוטינסקי/ אורלוב,רחוב: דרך זאב ז'בוטינסקי 18 עיר: פתח תקווה רציף:  קומה:,32.09056,34.876839,0,,32263,POINT (34.876839 32.09056),POINT (188523.74029389065 666400.209675632),[666400.209675632 188523.74029389065],666400.209675632,188523.74029389065,0.0017081578274161086,-6.372339783074453,true
16200,32264,צומת בית דגן/כביש 44,רחוב: יציאה לכביש 412 עיר: ראשון לציון רציף:  קומה:,32.00267,34.819925,0,,32264,POINT (34.819925 32.00267),POINT (183116.23832744558 656671.8435514828),[656671.8435514828 183116.23832744558],656671.8435514828,183116.23832744558,1.0194800895661664E-5,-11.493632683735068,false
16202,32266,ת.רק''ל דנקנר/דרך ז'בוטינסקי,רחוב: דרך זאב ז'בוטינסקי 29 עיר: פתח תקווה רציף:  קומה:,32.090751,34.872151,0,,32266,POINT (34.872151 32.090751),POINT (188081.25001148053 666422.7439632816),[666422.7439632816 188081.25001148053],666422.7439632816,188081.25001148053,8.686808854295411E-4,-7.048534720590142,false
16203,32267,דרך זאב ז'בוטינסקי/הסיבים,רחוב: דרך זאב ז'בוטינסקי 71 עיר: פתח תקווה רציף:  קומה:,32.092078,34.85802,0,,32267,POINT (34.85802 32.092078),POINT (186747.73341966738 666574.0940063329),[666574.0940063329 186747.73341966738],666574.0940063329,186747.73341966738,0.0032784328870281965,-5.720389749103588,true
16204,32268,ז'בוטינסקי/המורים,רחוב: דרך זאב ז'בוטינסקי 9 עיר: פתח תקווה רציף:  קומה:,32.090035,34.879414,0,,32268,POINT (34.879414 32.090035),POINT (188766.64935355887 666341.2566127509),[666341.2566127509 188766.64935355887],666341.2566127509,188766.64935355887,1.0926682703856608E-4,-9.121717712612632,false
16205,32269,בי''ח בלינסון/גשר אבנת,רחוב: דרך זאב ז'בוטינסקי 41 עיר: פתח תקווה רציף:  קומה:,32.091161,34.86787,0,,32269,POINT (34.86787 32.091161),POINT (187677.2586614726 666469.4624820484),[666469.4624820484 187677.2586614726],666469.4624820484,187677.2586614726,0.004322296881937439,-5.443968332387177,true
16206,32270,ת.רק''ל שנקר/דרך ז'בוטינסקי,רחוב: דרך זאב ז'בוטינסקי 45 עיר: פתח תקווה רציף:  קומה:,32.092397,34.854627,0,,32270,POINT (34.854627 32.092397),POINT (186427.54797305109 666610.5022003504),[666610.5022003504 186427.54797305109],666610.5022003504,186427.54797305109,0.0029499634999701606,-5.825962481598425,true
16207,32271,ת.רק''ל דנקנר/דרך ז'בוטינסקי,רחוב: דרך זאב ז'בוטינסקי 32 עיר: פתח תקווה רציף:  קומה:,32.091101,34.872488,0,,32271,POINT (34.872488 32.091101),POINT (188113.18283724494 666461.457587799),[666461.457587799 188113.18283724494],666461.457587799,188113.18283724494,0.0010681580421248592,-6.841819569874365,true
16209,32274,דרך זאב ז'בוטינסקי/היצירה,רחוב: דרך זאב ז'בוטינסקי עיר: פתח תקווה רציף:  קומה:,32.092462,34.850598,0,,32274,POINT (34.850598 32.092462),POINT (186047.23407863997 666618.9511619085),[666618.9511619085 186047.23407863997],666618.9511619085,186047.23407863997,1.1037061694909254E-4,-9.111666610369133,false
16211,32276,מחלף גהה/ז'בוטינסקי,רחוב: דרך זאב ז'בוטינסקי עיר: פתח תקווה רציף:  קומה:,32.092361,34.847907,0,,32276,POINT (34.847907 32.092361),POINT (185793.16681685727 666608.5880663351),[666608.5880663351 185793.16681685727],666608.5880663351,185793.16681685727,0.0,-Infinity,false
16212,32277,ת.רק''ל שחם/דרך ז'בוטינסקי,רחוב: דרך זאב ז'בוטינסקי עיר: פתח תקווה רציף:  קומה:,32.092183,34.860629,0,,32277,POINT (34.860629 32.092183),POINT (186994.06089361108 666584.9491648646),[666584.9491648646 186994.06089361108],666584.9491648646,186994.06089361108,0.0017334254131016438,-6.357655820530582,true
16221,32286,טובה ושמשון דרנגר/הסיבים,רחוב: טובה ושמשון דרנגר עיר: פתח תקווה רציף:  קומה:,32.084129,34.85668,0,,32286,POINT (34.85668 32.084129),POINT (186618.39429167914 665693.0337161373),[665693.0337161373 186618.39429167914],665693.0337161373,186618.39429167914,0.0015246713818851069,-6.485976379431938,true
16230,32296,בית חולים בית רבקה,רחוב: החמישה 2 עיר: פתח תקווה רציף:  קומה:,32.072026,34.893711,0,,32296,POINT (34.893711 32.072026),POINT (190110.56505434786 664340.2585858556),[664340.2585858556 190110.56505434786],664340.2585858556,190110.56505434786,0.0016510802052715214,-6.40632553541095,true
16231,32297,מסוף החמישה,רחוב:   עיר: פתח תקווה רציף:  קומה:,32.072198,34.892537,0,,32297,POINT (34.892537 32.072198),POINT (189999.77022841657 664359.6515418316),[664359.6515418316 189999.77022841657],664359.6515418316,189999.77022841657,0.0,-Infinity,false
16232,32298,חניון קרית אריה/החרש,רחוב: החרש עיר: פתח תקווה רציף:  קומה:,32.097013,34.853018,0,,32298,POINT (34.853018 32.097013),POINT (186277.32687117363 667122.8666662523),[667122.8666662523 186277.32687117363],667122.8666662523,186277.32687117363,8.175916435435746E-5,-9.411732652275917,false
16233,32299,היצירה/אפעל,רחוב: היצירה עיר: פתח תקווה רציף:  קומה:,32.094181,34.849859,0,,32299,POINT (34.849859 32.094181),POINT (185978.099428085 666809.8010965982),[666809.8010965982 185978.099428085],666809.8010965982,185978.099428085,4.806804618014763E-4,-7.640307829196256,false
16237,32303,מד''א/המכבים,רחוב: המכבים 23 עיר: פתח תקווה רציף:  קומה:,32.096558,34.887575,0,,32303,POINT (34.887575 32.096558),POINT (189539.19227093816 667062.3008745076),[667062.3008745076 189539.19227093816],667062.3008745076,189539.19227093816,3.026509630217453E-4,-8.102930353666515,false
16259,32325,הסיבים/השילוח,רחוב: הסיבים 4 עיר: פתח תקווה רציף:  קומה:,32.090624,34.856995,0,,32325,POINT (34.856995 32.090624),POINT (186650.45356053143 666413.1706815768),[666413.1706815768 186650.45356053143],666413.1706815768,186650.45356053143,7.205875352364426E-4,-7.235443657556699,false
16261,32328,העצמאות/מרכז פיס,רחוב: העצמאות 18 עיר: פתח תקווה רציף:  קומה:,32.074614,34.880469,0,,32328,POINT (34.880469 32.074614),POINT (188861.10691286979 664630.9199732887),[664630.9199732887 188861.10691286979],664630.9199732887,188861.10691286979,2.3752994633574208E-4,-8.34521685260353,false
16262,32329,העצמאות/דיקר,רחוב: העצמאות 44 עיר: פתח תקווה רציף:  קומה:,32.074666,34.878091,0,,32329,POINT (34.878091 32.074666),POINT (188636.5979855438 664637.3630500464),[664637.3630500464 188636.5979855438],664637.3630500464,188636.5979855438,1.8382000981027112E-4,-8.601553486665413,false
16263,32330,כיכר קובלנץ,רחוב: העצמאות 47 עיר: פתח תקווה רציף:  קומה:,32.074519,34.876438,0,,32330,POINT (34.876438 32.074519),POINT (188480.4752847471 664621.5355873358),[664621.5355873358 188480.4752847471],664621.5355873358,188480.4752847471,2.634980785706494E-4,-8.241464481961438,false
16264,32331,העצמאות/משעול ד''ר נפתלי קבנצל,רחוב: העצמאות 6 עיר: פתח תקווה רציף:  קומה:,32.074573,34.882833,0,,32331,POINT (34.882833 32.074573),POINT (189084.29785319563 664625.7055772473),[664625.7055772473 189084.29785319563],664625.7055772473,189084.29785319563,0.002948113546083266,-5.826589789086311,true
16266,32333,העצמאות/ויצמן,רחוב: העצמאות עיר: פתח תקווה רציף:  קומה:,32.074819,34.872474,0,,32333,POINT (34.872474 32.074819),POINT (188106.3036287565 664655.9475168451),[664655.9475168451 188106.3036287565],664655.9475168451,188106.3036287565,3.980324629069903E-4,-7.828976990913147,false
16267,32334,העצמאות / וייצמן,רחוב: העצמאות 55 עיר: פתח תקווה רציף:  קומה:,32.074604,34.873635,0,,32334,POINT (34.873635 32.074604),POINT (188215.8497787751 664631.7694022349),[664631.7694022349 188215.8497787751],664631.7694022349,188215.8497787751,5.687769060291045E-4,-7.472022281514149,false
16268,32335,העצמאות/אבא אחימאיר,רחוב: העצמאות 1 עיר: פתח תקווה רציף:  קומה:,32.074459,34.883264,0,,32335,POINT (34.883264 32.074459),POINT (189124.9544508856 664612.9428737132),[664612.9428737132 189124.9544508856],664612.9428737132,189124.9544508856,2.0491731488884066E-4,-8.492904002195788,false
16272,32340,הגר''א/לינדוי,רחוב: הרב הרצוג 12 עיר: פתח תקווה רציף:  קומה:,32.096781,34.898015,0,,32340,POINT (34.898015 32.096781),POINT (190524.75199969197 667084.1805313005),[667084.1805313005 190524.75199969197],667084.1805313005,190524.75199969197,0.0015659472695575094,-6.459264354038226,true
16273,32341,הרצוג/ירושלים,רחוב: הרב הרצוג עיר: פתח תקווה רציף:  קומה:,32.096728,34.899807,0,,32341,POINT (34.899807 32.096728),POINT (190693.89174611334 667077.8239341774),[667077.8239341774 190693.89174611334],667077.8239341774,190693.89174611334,1.0831889165833254E-4,-9.130430980958154,false
16274,32342,הרב צעירי/מלאכי,רחוב: הרב צעירי 30 עיר: פתח תקווה רציף:  קומה:,32.071108,34.897948,0,,32342,POINT (34.897948 32.071108),POINT (190510.33655358394 664237.3172139942),[664237.3172139942 190510.33655358394],664237.3172139942,190510.33655358394,1.8328264686235068E-4,-8.604481078291107,false
16275,32344,הרב קטרוני/שלום שבזי,רחוב: הרב קטרוני 56 עיר: פתח תקווה רציף:  קומה:,32.080037,34.890582,0,,32344,POINT (34.890582 32.080037),POINT (189817.70728104038 665229.4535317062),[665229.4535317062 189817.70728104038],665229.4535317062,189817.70728104038,3.1916570922659385E-4,-8.04980012539432,false
16276,32345,אחד העם/הרב קטרוני,רחוב: הרב קטרוני 8 עיר: פתח תקווה רציף:  קומה:,32.083896,34.889165,0,,32345,POINT (34.889165 32.083896),POINT (189685.17567059855 665657.768602154),[665657.768602154 189685.17567059855],665657.768602154,189685.17567059855,6.233927596993894E-4,-7.380333804911846,false
16277,32348,דוד וולפסון/ליפה ויניצקי,רחוב: דוד וולפסון 42 עיר: פתח תקווה רציף:  קומה:,32.087244,34.891554,0,,32348,POINT (34.891554 32.087244),POINT (189911.7949358347 666028.3719524348),[666028.3719524348 189911.7949358347],666028.3719524348,189911.7949358347,3.4420926908285854E-6,-12.579430931185804,false
16278,32349,וולפסון / עין גנים,רחוב: דוד וולפסון 56 עיר: פתח תקווה רציף:  קומה:,32.088085,34.893269,0,,32349,POINT (34.893269 32.088085),POINT (190073.96883316597 666121.1620977409),[666121.1620977409 190073.96883316597],666121.1620977409,190073.96883316597,0.004590708931874298,-5.383720815447335,true
16279,32350,עירייה/דוד וולפסון,רחוב: דוד וולפסון 7 עיר: פתח תקווה רציף:  קומה:,32.086366,34.888289,0,,32350,POINT (34.888289 32.086366),POINT (189603.27674338684 665931.9093993221),[665931.9093993221 189603.27674338684],665931.9093993221,189603.27674338684,6.761624745265671E-4,-7.299077163867215,false
16287,32360,זאב אורלוב/בר כוכבא,רחוב: זאב אורלוב 55 עיר: פתח תקווה רציף:  קומה:,32.094568,34.885228,0,,32360,POINT (34.885228 32.094568),POINT (189316.9924860887 666842.2826615744),[666842.2826615744 189316.9924860887],666842.2826615744,189316.9924860887,4.594666362659794E-6,-12.290614413571921,false
16292,32365,בית ספר נעמי שמר/זכרון יעקב,רחוב: זכרון יעקב 6 עיר: פתח תקווה רציף:  קומה:,32.102155,34.875397,0,,32365,POINT (34.875397 32.102155),POINT (188391.53732486523 667686.3985313025),[667686.3985313025 188391.53732486523],667686.3985313025,188391.53732486523,9.31242785940637E-5,-9.281575627935483,false
16293,32366,תיכון אחד העם/זכרון יעקב,רחוב: זכרון יעקב 50 עיר: פתח תקווה רציף:  קומה:,32.101173,34.872646,0,,32366,POINT (34.872646 32.101173),POINT (188131.53562944924 667578.3000253404),[667578.3000253404 188131.53562944924],667578.3000253404,188131.53562944924,4.941467213330235E-4,-7.6126780781271135,false
16297,32370,חזון אי''ש/בי''ס שמעוני,רחוב: חזון אי''ש 13 עיר: פתח תקווה רציף:  קומה:,32.090502,34.895123,0,,32370,POINT (34.895123 32.090502),POINT (190249.76317063565 666388.6801278924),[666388.6801278924 190249.76317063565],666388.6801278924,190249.76317063565,0.0,-Infinity,false
16298,32371,חזון אי''ש/בי''ס שמעוני,רחוב: חזון אי''ש 4 עיר: פתח תקווה רציף:  קומה:,32.091046,34.894547,0,,32371,POINT (34.894547 32.091046),POINT (190195.5611363149 666449.1605456885),[666449.1605456885 190195.5611363149],666449.1605456885,190195.5611363149,8.437893804545431E-6,-11.682777829723472,false
16299,32372,דב הוז/חיים ארלוזורוב,רחוב: חיים ארלוזורוב 14 עיר: פתח תקווה רציף:  קומה:,32.085071,34.876493,0,,32372,POINT (34.876493 32.085071),POINT (188489.22612783656 665791.6323348266),[665791.6323348266 188489.22612783656],665791.6323348266,188489.22612783656,2.0720750514925223E-4,-8.481789826472138,false
16300,32373,יד לבנים/ארלוזורוב,רחוב: חיים ארלוזורוב 30 עיר: פתח תקווה רציף:  קומה:,32.084704,34.872455,0,,32373,POINT (34.872455 32.084704),POINT (188107.88365930942 665752.1020543452),[665752.1020543452 188107.88365930942],665752.1020543452,188107.88365930942,3.31455105759405E-4,-8.012018185082937,false
16302,32375,חיים ארלוזורוב/צה''ל,רחוב: חיים ארלוזורוב 42 עיר: פתח תקווה רציף:  קומה:,32.085572,34.86983,0,,32375,POINT (34.86983 32.085572),POINT (187860.36179458073 665849.1207049853),[665849.1207049853 187860.36179458073],665849.1207049853,187860.36179458073,2.0322359304613853E-4,-8.501203741489379,false
16303,32376,ארלוזורוב/צה''ל,רחוב: חיים ארלוזורוב 51 עיר: פתח תקווה רציף:  קומה:,32.085554,34.869311,0,,32376,POINT (34.869311 32.085554),POINT (187811.35839426686 665847.2768296143),[665847.2768296143 187811.35839426686],665847.2768296143,187811.35839426686,1.996273613243742E-4,-8.519058122698185,false
16305,32378,חיים עוזר/שפיגל זוסיה,רחוב: חיים עוזר 16 עיר: פתח תקווה רציף:  קומה:,32.088088,34.886827,0,,32378,POINT (34.886827 32.088088),POINT (189465.81754665595 666123.267908323),[666123.267908323 189465.81754665595],666123.267908323,189465.81754665595,9.729317292033181E-5,-9.237781736492677,false
16307,32380,חיים עוזר/וולפסון,רחוב: חיים עוזר 31 עיר: פתח תקווה רציף:  קומה:,32.085959,34.887656,0,,32380,POINT (34.887656 32.085959),POINT (189543.3851381221 665886.952473378),[665886.952473378 189543.3851381221],665886.952473378,189543.3851381221,9.621470462538951E-4,-6.9463432642458836,false
16308,32381,מחנה פלמחים,רחוב: 4311 עיר: פלמחים רציף:  קומה:,31.932058,34.709631,0,,32381,POINT (34.709631 31.932058),POINT (172658.465926147 648884.1269909211),[648884.1269909211 172658.465926147],648884.1269909211,172658.465926147,0.0,-Infinity,false
16309,32382,כביש 4311/המדע,רחוב: 4311 עיר: ראשון לציון רציף:  קומה:,31.95142,34.776575,0,,32382,POINT (34.776575 31.95142),POINT (178997.51370511804 651004.1808376779),[651004.1808376779 178997.51370511804],651004.1808376779,178997.51370511804,1.9758643749703554E-4,-8.52933441115468,false
16311,32384,חת''ם סופר/השדרה,רחוב: חת''ם סופר 5 עיר: פתח תקווה רציף:  קומה:,32.088201,34.850005,0,,32384,POINT (34.850005 32.088201),POINT (185989.7017540672 666146.6308742565),[666146.6308742565 185989.7017540672],666146.6308742565,185989.7017540672,3.384919274377454E-5,-10.29359540693247,false
16315,32388,טרומפלדור/פיק''א,רחוב: טרומפלדור 19 עיר: פתח תקווה רציף:  קומה:,32.086516,34.87834,0,,32388,POINT (34.87834 32.086516),POINT (188664.08117206985 665951.3399203824),[665951.3399203824 188664.08117206985],665951.3399203824,188664.08117206985,9.363147315745985E-4,-6.973558886324346,false
16317,32390,טרומפלדור/בנימין יהלום,רחוב: טרומפלדור 39 עיר: פתח תקווה רציף:  קומה:,32.083733,34.878402,0,,32390,POINT (34.878402 32.083733),POINT (188669.0013116673 665642.7147869931),[665642.7147869931 188669.0013116673],665642.7147869931,188669.0013116673,2.8981029204344844E-4,-8.146284014410696,false
16318,32391,טרומפלדור/בנימין יהלום,רחוב: טרומפלדור 44 עיר: פתח תקווה רציף:  קומה:,32.083591,34.878201,0,,32391,POINT (34.878201 32.083591),POINT (188649.97751152763 665627.0257686753),[665627.0257686753 188649.97751152763],665627.0257686753,188649.97751152763,2.997953904048123E-4,-8.112410347981653,false
16319,32392,טרומפלדור/דגל ראובן,רחוב: טרומפלדור 62 עיר: פתח תקווה רציף:  קומה:,32.080922,34.878103,0,,32392,POINT (34.878103 32.080922),POINT (188639.82987958094 665331.0879394157),[665331.0879394157 188639.82987958094],665331.0879394157,188639.82987958094,9.976704113218888E-5,-9.21267267836759,false
16320,32393,טרומפלדור/דגל ראובן,רחוב: טרומפלדור 63 עיר: פתח תקווה רציף:  קומה:,32.081192,34.878347,0,,32393,POINT (34.878347 32.081192),POINT (188662.9568534601 665360.9585982334),[665360.9585982334 188662.9568534601],665360.9585982334,188662.9568534601,1.1959500948721238E-4,-9.031399444013875,false
16324,32397,יהושע שטמפפר / יהושע חנקין,רחוב: יהושע שטמפפר 125 עיר: פתח תקווה רציף:  קומה:,32.096339,34.89452,0,,32397,POINT (34.89452 32.096339),POINT (190194.69953018473 667036.1101066922),[667036.1101066922 190194.69953018473],667036.1101066922,190194.69953018473,0.0039599261421638735,-5.531529904858398,true
16325,32398,יהושע שטמפפר/יהושע חנקין,רחוב: יהושע שטמפפר 110 עיר: פתח תקווה רציף:  קומה:,32.09643,34.894972,0,,32398,POINT (34.894972 32.09643),POINT (190237.39538022262 667046.0785559856),[667046.0785559856 190237.39538022262],667046.0785559856,190237.39538022262,6.776476564637018E-5,-9.59946817883076,false
16326,32399,שטמפפר/חיים עוזר,רחוב: יהושע שטמפפר 18 עיר: פתח תקווה רציף:  קומה:,32.090481,34.886549,0,,32399,POINT (34.886549 32.090481),POINT (189440.35548286064 666388.7055811884),[666388.7055811884 189440.35548286064],666388.7055811884,189440.35548286064,0.002986177549730301,-5.813761120906032,true
16327,32400,שטמפפר/בר כוכבא,רחוב: יהושע שטמפפר 24 עיר: פתח תקווה רציף:  קומה:,32.090905,34.887113,0,,32400,POINT (34.887113 32.090905),POINT (189493.73647984522 666435.5662171972),[666435.5662171972 189493.73647984522],666435.5662171972,189493.73647984522,4.11690704003065E-6,-12.400408394972198,false
16328,32401,יהושע שטמפפר/רמב''ם,רחוב: יהושע שטמפפר 46 עיר: פתח תקווה רציף:  קומה:,32.09253,34.889127,0,,32401,POINT (34.889127 32.09253),POINT (189684.38781938236 666615.2051289349),[666615.2051289349 189684.38781938236],666615.2051289349,189684.38781938236,9.571398059499608E-5,-9.25414618245313,false
16329,32402,שטמפפר/משטרה,רחוב: יהושע שטמפפר 45 עיר: פתח תקווה רציף:  קומה:,32.091657,34.88792,0,,32402,POINT (34.88792 32.091657),POINT (189570.16318778152 666518.7317736207),[666518.7317736207 189570.16318778152],666518.7317736207,189570.16318778152,2.0786901951990036E-4,-8.478602390462628,false
16330,32403,שטמפפר/אברבנל,רחוב: יהושע שטמפפר 72 עיר: פתח תקווה רציף:  קומה:,32.094107,34.89133,0,,32403,POINT (34.89133 32.094107),POINT (189892.8582029848 666789.4730420344),[666789.4730420344 189892.8582029848],666789.4730420344,189892.8582029848,0.0017198409940503993,-6.365523437749642,true
16331,32404,שטמפפר/המכבים,רחוב: יהושע שטמפפר 89 עיר: פתח תקווה רציף:  קומה:,32.094824,34.892085,0,,32404,POINT (34.892085 32.094824),POINT (189964.35909727958 666868.7746524924),[666868.7746524924 189964.35909727958],666868.7746524924,189964.35909727958,5.81983380918137E-4,-7.449068665764018,false
16332,32405,מרכז קהילתי דני/שטמפפר,רחוב: יהושע שטמפפר 88 עיר: פתח תקווה רציף:  קומה:,32.095287,34.893149,0,,32405,POINT (34.893149 32.095287),POINT (190064.94609693924 666919.8263614052),[666919.8263614052 190064.94609693924],666919.8263614052,190064.94609693924,2.2992177431753514E-7,-15.285526697537195,false
16333,32406,יואל/יונה,רחוב: יונה 31 עיר: פתח תקווה רציף:  קומה:,32.070872,34.89954,0,,32406,POINT (34.89954 32.070872),POINT (190660.58190547093 664210.7212552388),[664210.7212552388 190660.58190547093],664210.7212552388,190660.58190547093,9.968884299225705E-5,-9.213456793053217,false
16335,32408,יוסף ספיר/הירקונים,רחוב: יוסף ספיר עיר: פתח תקווה רציף:  קומה:,32.099014,34.89611,0,,32408,POINT (34.89611 32.099014),POINT (190345.63720026973 667332.3113916606),[667332.3113916606 190345.63720026973],667332.3113916606,190345.63720026973,0.002596045935078643,-5.9537657857365005,true
16336,32409,יוסף ספיר/הירקונים,רחוב: יוסף ספיר עיר: פתח תקווה רציף:  קומה:,32.09914,34.895905,0,,32409,POINT (34.895905 32.09914),POINT (190326.3266259551 667346.3389440884),[667346.3389440884 190326.3266259551],667346.3389440884,190326.3266259551,6.148258492050965E-4,-7.394171502282758,false
16338,32411,מיכל פינס / רוטשילד,רחוב: יחיאל מיכל פינס 4 עיר: פתח תקווה רציף:  קומה:,32.075781,34.886288,0,,32411,POINT (34.886288 32.075781),POINT (189410.90773941312 664758.6933355356),[664758.6933355356 189410.90773941312],664758.6933355356,189410.90773941312,5.173960505442331E-4,-7.566701921515091,false
16350,32423,צומת ישרש,רחוב: 40 עיר: גזר רציף:  קומה:,31.912693,34.857201,0,,32423,POINT (34.857201 31.912693),POINT (186606.51753904007 646682.5437744248),[646682.5437744248 186606.51753904007],646682.5437744248,186606.51753904007,0.0,-Infinity,false
16362,32436,מונטיפיורי/ברון הירש,רחוב: מונטיפיורי 3 עיר: פתח תקווה רציף:  קומה:,32.089218,34.881609,0,,32436,POINT (34.881609 32.089218),POINT (188973.5911480214 666250.0367554749),[666250.0367554749 188973.5911480214],666250.0367554749,188973.5911480214,1.523760796735137E-4,-8.789158884553725,false
16366,32440,יונה/מיכה,רחוב: מיכה 1 עיר: פתח תקווה רציף:  קומה:,32.068889,34.899879,0,,32440,POINT (34.899879 32.068889),POINT (190691.97016579332 663990.7362952362),[663990.7362952362 190691.97016579332],663990.7362952362,190691.97016579332,9.442263121624991E-7,-13.872899962073069,false
16367,32441,חבקוק/מיכה,רחוב: מיכה 4 עיר: פתח תקווה רציף:  קומה:,32.0688,34.899979,0,,32441,POINT (34.899979 32.0688),POINT (190701.3847102703 663980.8404503813),[663980.8404503813 190701.3847102703],663980.8404503813,190701.3847102703,1.1917523058593351E-6,-13.640085808011797,false
16368,32442,מרכז רפואי השרון/מיכל לייב כץ,רחוב: מיכל לייב כץ 19 עיר: פתח תקווה רציף:  קומה:,32.078084,34.882175,0,,32442,POINT (34.882175 32.078084),POINT (189023.33387948188 665015.2258910948),[665015.2258910948 189023.33387948188],665015.2258910948,189023.33387948188,1.1258417050416244E-4,-9.091809433809397,false
16369,32443,מיכל לייב כץ/שלום קלוקר,רחוב: מיכל לייב כץ 33 עיר: פתח תקווה רציף:  קומה:,32.076611,34.884008,0,,32443,POINT (34.884008 32.076611),POINT (189195.91054901833 664851.3692608005),[664851.3692608005 189195.91054901833],664851.3692608005,189195.91054901833,3.0285007915911786E-4,-8.102272663156741,false
16370,32444,מרכז רפואי השרון/מיכל לייב כץ,רחוב: מיכל לייב כץ 36 עיר: פתח תקווה רציף:  קומה:,32.077999,34.882125,0,,32444,POINT (34.882125 32.077999),POINT (189018.584984507 665005.8143414976),[665005.8143414976 189018.584984507],665005.8143414976,189018.584984507,3.9652910275881715E-4,-7.832761120443442,false
16379,32453,מרטין גהל/האופן,רחוב: מרטין גהל 18 עיר: פתח תקווה רציף:  קומה:,32.098584,34.851614,0,,32453,POINT (34.851614 32.098584),POINT (186145.36611272785 667297.5086171905),[667297.5086171905 186145.36611272785],667297.5086171905,186145.36611272785,7.046294423143458E-4,-7.257838507073846,false
16380,32454,היצירה/האופן,רחוב: היצירה 22 עיר: פתח תקווה רציף:  קומה:,32.096792,34.850959,0,,32454,POINT (34.850959 32.096792),POINT (186082.88671128638 667098.9952778285),[667098.9952778285 186082.88671128638],667098.9952778285,186082.88671128638,3.313303161978092E-4,-8.0123947460601,false
16382,32456,בריגדיר קיש/משה דובדבני,רחוב: משה דובדבני 4 עיר: פתח תקווה רציף:  קומה:,32.07532,34.895556,0,,32456,POINT (34.895556 32.07532),POINT (190285.8172619168 664705.0296997722),[664705.0296997722 190285.8172619168],664705.0296997722,190285.8172619168,1.525865181264888E-4,-8.787778790811776,false
16383,32457,ת.רק''ל שחם/משה דיין,רחוב: משה דיין 5 עיר: פתח תקווה רציף:  קומה:,32.093151,34.862095,0,,32457,POINT (34.862095 32.093151),POINT (187132.7923731965 666691.8507348986),[666691.8507348986 187132.7923731965],666691.8507348986,187132.7923731965,1.8221859547095217E-4,-8.610303517583626,false
16384,32458,אבשלום גיסין/משה דיין,רחוב: משה דיין עיר: פתח תקווה רציף:  קומה:,32.095671,34.861474,0,,32458,POINT (34.861474 32.095671),POINT (187075.05942941876 666971.4809745086),[666971.4809745086 187075.05942941876],666971.4809745086,187075.05942941876,1.39615617898676E-4,-8.876617497828647,false
16386,32460,משה סנה/איסר הראל,רחוב: משה סנה 28 עיר: פתח תקווה רציף:  קומה:,32.102615,34.88054,0,,32460,POINT (34.88054 32.102615),POINT (188877.13757189337 667735.9378358679),[667735.9378358679 188877.13757189337],667735.9378358679,188877.13757189337,2.1664925214995442E-4,-8.437230861665437,false
16387,32461,משה סנה/אבשלום גיסין,רחוב: משה סנה עיר: פתח תקווה רציף:  קומה:,32.099848,34.879067,0,,32461,POINT (34.879067 32.099848),POINT (188737.17585136046 667429.5226238791),[667429.5226238791 188737.17585136046],667429.5226238791,188737.17585136046,1.2322535482187295E-4,-9.001495725913616,false
16388,32462,משה סנה/ איסר הראל,רחוב: משה סנה 39 עיר: פתח תקווה רציף:  קומה:,32.102659,34.880262,0,,32462,POINT (34.880262 32.102659),POINT (188850.91200421812 667740.8959033521),[667740.8959033521 188850.91200421812],667740.8959033521,188850.91200421812,1.2412159051776645E-4,-8.994248904111005,false
